baseline,lambda_cost,eta_cost,gamma_cost,nuisance_mode,mean_actionable_utility_diff_qk_minus_baseline,ci95_low,ci95_high,prob_diff_gt_0,qk_better_ci95
Energy distance,0.5,0.25,0.05,excess_clipped,0.18122611034661532,-0.4527168040739683,0.8653120162210831,0.4666666666666667,False
MMD-RBF,0.5,0.25,0.05,excess_clipped,0.1866680655063828,-0.44842930846930557,0.9769085659319388,0.43333333333333335,False
KS-max,0.5,0.25,0.05,excess_clipped,0.01386296150604404,-0.7797672044463495,1.1551454790169273,0.23333333333333334,False
JSD,0.5,0.25,0.05,excess_clipped,-0.17436507116013678,-0.8344466841762626,0.7010790433292422,0.36666666666666664,False
QK-MMD PauliXZ,0.5,0.25,0.05,excess_clipped,0.6251462343403063,-0.12107664904038637,1.5741516558835864,0.5,False
Energy distance,0.5,0.25,0.1,excess_clipped,-0.6477040293067695,-1.282940325657682,0.040701511908584245,0.26666666666666666,False
MMD-RBF,0.5,0.25,0.1,excess_clipped,-0.45218470232056773,-1.0875776699316921,0.33453183982789053,0.3,False
KS-max,0.5,0.25,0.1,excess_clipped,-0.7998782436545784,-1.5929265913074877,0.3349788267528535,0.16666666666666666,False
JSD,0.5,0.25,0.1,excess_clipped,-1.007063475653607,-1.665369189273023,-0.13181244253416693,0.1,False
QK-MMD PauliXZ,0.5,0.25,0.1,excess_clipped,0.6818028853472787,-0.06546904846349692,1.6316301346838389,0.5,False
Energy distance,0.5,0.5,0.0,excess_clipped,0.96015625,0.32186848958333336,1.64427734375,0.7,True
MMD-RBF,0.5,0.5,0.0,excess_clipped,0.6921875,0.05234375,1.485214843749999,0.5333333333333333,True
KS-max,0.5,0.5,0.0,excess_clipped,0.7442708333333333,-0.10808593749999999,1.9651236979166664,0.5333333333333333,False
JSD,0.5,0.5,0.0,excess_clipped,0.7166666666666667,0.047643229166666676,1.5606901041666665,0.6,True
QK-MMD PauliXZ,0.5,0.5,0.0,excess_clipped,0.48515625,-0.25391276041666666,1.414635416666666,0.4666666666666667,False
Energy distance,0.5,0.5,0.01,excess_clipped,0.7943702220693231,0.15537352795625728,1.4789032729877742,0.6666666666666666,True
MMD-RBF,0.5,0.5,0.01,excess_clipped,0.5644169464346099,-0.07488734136235324,1.3568356523924905,0.5333333333333333,False
KS-max,0.5,0.5,0.01,excess_clipped,0.5815225923012088,-0.270710568639536,1.8022190507480917,0.43333333333333335,False
JSD,0.5,0.5,0.01,excess_clipped,0.5501269857679726,-0.11873138415349899,1.3939735206686252,0.6,False
QK-MMD PauliXZ,0.5,0.5,0.01,excess_clipped,0.4964875802013947,-0.2434835785638551,1.42605261173305,0.4666666666666667,False
Energy distance,0.5,0.5,0.05,excess_clipped,0.1312261103466153,-0.509133350782853,0.8168626048152073,0.4,False
MMD-RBF,0.5,0.5,0.05,excess_clipped,0.0533347321730495,-0.5849360678778127,0.844575897967981,0.4,False
KS-max,0.5,0.5,0.05,excess_clipped,-0.06947037182728927,-0.9193425464437556,1.1504076932240224,0.26666666666666666,False
JSD,0.5,0.5,0.05,excess_clipped,-0.11603173782680341,-0.7827960754535837,0.7262324122615874,0.36666666666666664,False
QK-MMD PauliXZ,0.5,0.5,0.05,excess_clipped,0.5418129010069727,-0.19945573505153869,1.4718366845332096,0.4666666666666667,False
Energy distance,0.5,0.5,0.1,excess_clipped,-0.6977040293067696,-1.3410626828602203,-0.01066927712546528,0.23333333333333334,False
MMD-RBF,0.5,0.5,0.1,excess_clipped,-0.585518035653901,-1.2222267124563704,0.20085664461489952,0.23333333333333334,False
KS-max,0.5,0.5,0.1,excess_clipped,-0.8832115769879116,-1.7302437980947822,0.3335026943341552,0.16666666666666666,False
JSD,0.5,0.5,0.1,excess_clipped,-0.9487301423202738,-1.6146160807060461,-0.10398093623099489,0.16666666666666666,False
QK-MMD PauliXZ,0.5,0.5,0.1,excess_clipped,0.5984695520139451,-0.14265159183413684,1.5305335994261933,0.5,False
Energy distance,0.5,1.0,0.0,excess_clipped,0.86015625,0.17652343750000005,1.594290364583333,0.6666666666666666,True
MMD-RBF,0.5,1.0,0.0,excess_clipped,0.42552083333333335,-0.2541796875,1.24583984375,0.5,False
KS-max,0.5,1.0,0.0,excess_clipped,0.5776041666666667,-0.4273502604166667,1.9557421874999998,0.5,False
JSD,0.5,1.0,0.0,excess_clipped,0.8333333333333334,0.09582031250000002,1.6651367187499995,0.6333333333333333,True
QK-MMD PauliXZ,0.5,1.0,0.0,excess_clipped,0.3184895833333333,-0.44375651041666664,1.2544270833333333,0.5333333333333333,False
Energy distance,0.5,1.0,0.01,excess_clipped,0.694370222069323,0.010084343888178044,1.428820935281824,0.6666666666666666,True
MMD-RBF,0.5,1.0,0.01,excess_clipped,0.29775027976794327,-0.38217418887313304,1.1168623790665275,0.5,False
KS-max,0.5,1.0,0.01,excess_clipped,0.4148559256345422,-0.5894469992769998,1.792306817701786,0.4666666666666667,False
JSD,0.5,1.0,0.01,excess_clipped,0.6667936524346393,-0.07037363480588511,1.4984553561257348,0.6333333333333333,False
QK-MMD PauliXZ,0.5,1.0,0.01,excess_clipped,0.32982091353472787,-0.4320361505292444,1.2661471819395889,0.5333333333333333,False
Energy distance,0.5,1.0,0.05,excess_clipped,0.031226110346615273,-0.6555645946000878,0.7694977709696197,0.36666666666666664,False
MMD-RBF,0.5,1.0,0.05,excess_clipped,-0.21333193449361718,-0.8902052979904109,0.6040359822900734,0.36666666666666664,False
KS-max,0.5,1.0,0.05,excess_clipped,-0.23613703849395587,-1.2391291840235497,1.140438919857847,0.23333333333333334,False
JSD,0.5,1.0,0.05,excess_clipped,0.0006349288398632542,-0.7341260686570459,0.8309284479244415,0.4,False
QK-MMD PauliXZ,0.5,1.0,0.05,excess_clipped,0.3751462343403061,-0.38795788724542934,1.3121168180420308,0.5333333333333333,False
Energy distance,0.5,1.0,0.1,excess_clipped,-0.7977040293067695,-1.4868423767081602,-0.056833896310709675,0.23333333333333334,False
MMD-RBF,0.5,1.0,0.1,excess_clipped,-0.8521847023205676,-1.5257281143743509,-0.03722681569230458,0.16666666666666666,False
KS-max,0.5,1.0,0.1,excess_clipped,-1.0498782436545782,-2.04996784713842,0.3245822667990285,0.16666666666666666,False
JSD,0.5,1.0,0.1,excess_clipped,-0.8320634756536068,-1.5648829308301213,-0.0007336953370833415,0.3,False
QK-MMD PauliXZ,0.5,1.0,0.1,excess_clipped,0.43180288534727856,-0.33242319979378954,1.3690474993372614,0.5333333333333333,False
Energy distance,0.5,2.0,0.0,excess_clipped,0.66015625,-0.24479166666666666,1.62318359375,0.6,False
MMD-RBF,0.5,2.0,0.0,excess_clipped,-0.1078125,-0.9612044270833333,0.845885416666666,0.36666666666666664,False
KS-max,0.5,2.0,0.0,excess_clipped,0.24427083333333333,-1.1411653645833333,2.0005989583333323,0.4666666666666667,False
JSD,0.5,2.0,0.0,excess_clipped,1.0666666666666667,0.040364583333333336,2.044029947916666,0.6333333333333333,True
QK-MMD PauliXZ,0.5,2.0,0.0,excess_clipped,-0.01484375,-0.9416731770833333,1.0251757812499973,0.5,False
Energy distance,0.5,2.0,0.01,excess_clipped,0.49437022206932324,-0.4101637237513301,1.4574347656919369,0.5333333333333333,False
MMD-RBF,0.5,2.0,0.01,excess_clipped,-0.23558305356539003,-1.087788087921022,0.7172621841496875,0.36666666666666664,False
KS-max,0.5,2.0,0.01,excess_clipped,0.08152259230120885,-1.302953404055595,1.8373794801455583,0.4666666666666667,False
JSD,0.5,2.0,0.01,excess_clipped,0.9001269857679728,-0.1250553488106273,1.8774875386704466,0.6333333333333333,False
QK-MMD PauliXZ,0.5,2.0,0.01,excess_clipped,-0.003512419798605393,-0.9296627356948787,1.0378558821644728,0.5,False
Energy distance,0.5,2.0,0.05,excess_clipped,-0.16877388965338463,-1.073659046841315,0.793351913401386,0.36666666666666664,False
MMD-RBF,0.5,2.0,0.05,excess_clipped,-0.7466652678269504,-1.5964637393117884,0.20531398799659878,0.3,False
KS-max,0.5,2.0,0.05,excess_clipped,-0.5694703718272892,-1.9486972814487136,1.1844398120603385,0.3333333333333333,False
JSD,0.5,2.0,0.05,excess_clipped,0.2339682621731967,-0.7884591217537187,1.2089734246073836,0.5,False
QK-MMD PauliXZ,0.5,2.0,0.05,excess_clipped,0.0418129010069728,-0.8843160632425764,1.0879760831887688,0.5,False
Energy distance,0.5,2.0,0.1,excess_clipped,-0.9977040293067695,-1.9009965544862213,-0.03607622092367594,0.23333333333333334,False
MMD-RBF,0.5,2.0,0.1,excess_clipped,-1.3855180356539003,-2.232736521714542,-0.4394813010799123,0.23333333333333334,False
KS-max,0.5,2.0,0.1,excess_clipped,-1.3832115769879114,-2.7591541001644226,0.3683991739282308,0.23333333333333334,False
JSD,0.5,2.0,0.1,excess_clipped,-0.5987301423202734,-1.6170353394334471,0.3753418930095006,0.4666666666666667,False
QK-MMD PauliXZ,0.5,2.0,0.1,excess_clipped,0.09846955201394528,-0.8290422827351527,1.1431745885575937,0.5,False
Energy distance,1.0,0.0,0.0,excess_clipped,2.11015625,1.3505143229166667,2.8846484375,0.9,True
MMD-RBF,1.0,0.0,0.0,excess_clipped,1.4255208333333333,0.746328125,2.21927734375,0.8,True
KS-max,1.0,0.0,0.0,excess_clipped,1.0609375,0.31640625,2.0948046875,0.7,True
JSD,1.0,0.0,0.0,excess_clipped,0.8166666666666667,0.09504557291666667,1.76875,0.7,True
QK-MMD PauliXZ,1.0,0.0,0.0,excess_clipped,0.6684895833333333,-0.11304036458333332,1.6429817708333332,0.5666666666666667,False
Energy distance,1.0,0.0,0.01,excess_clipped,1.944370222069323,1.1842728668755977,2.7194320257759617,0.8666666666666667,True
MMD-RBF,1.0,0.0,0.01,excess_clipped,1.2977502797679432,0.6174846230159637,2.091272739679994,0.7666666666666667,True
KS-max,1.0,0.0,0.01,excess_clipped,0.8981892589678754,0.1542848940365124,1.9308540914936836,0.6666666666666666,True
JSD,1.0,0.0,0.01,excess_clipped,0.6501269857679726,-0.07203144169169347,1.602873439280853,0.6666666666666666,False
QK-MMD PauliXZ,1.0,0.0,0.01,excess_clipped,0.679820913534728,-0.10295629216818755,1.6547152370708642,0.5666666666666667,False
Energy distance,1.0,0.0,0.05,excess_clipped,1.2812261103466152,0.5194051794206024,2.0599447212391437,0.7666666666666667,True
MMD-RBF,1.0,0.0,0.05,excess_clipped,0.7866680655063829,0.10636740644471133,1.5791275823116246,0.6,True
KS-max,1.0,0.0,0.05,excess_clipped,0.24719629483937744,-0.4967122235921367,1.2753520546745172,0.43333333333333335,False
JSD,1.0,0.0,0.05,excess_clipped,-0.0160317378268035,-0.7376431306784703,0.9356146783436561,0.4,False
QK-MMD PauliXZ,1.0,0.0,0.05,excess_clipped,0.7251462343403061,-0.06125670348372194,1.7018258015249639,0.6,False
Energy distance,1.0,0.0,0.1,excess_clipped,0.4522959706932307,-0.31445156138531954,1.2305561081418805,0.5333333333333333,False
MMD-RBF,1.0,0.0,0.1,excess_clipped,0.14781529767943244,-0.530615981418465,0.939044747550933,0.4666666666666667,False
KS-max,1.0,0.0,0.1,excess_clipped,-0.5665449103212448,-1.3089193902835636,0.4604945168659033,0.2,False
JSD,1.0,0.0,0.1,excess_clipped,-0.8487301423202734,-1.5703281143736292,0.10585940534680616,0.1,False
QK-MMD PauliXZ,1.0,0.0,0.1,excess_clipped,0.7818028853472786,-0.005121452505778116,1.7611506028255388,0.6,False
Energy distance,1.0,0.25,0.0,excess_clipped,2.06015625,1.310390625,2.8179882812499994,0.9,True
MMD-RBF,1.0,0.25,0.0,excess_clipped,1.2921875,0.6327994791666667,2.0781445312499995,0.7666666666666667,True
KS-max,1.0,0.25,0.0,excess_clipped,0.9776041666666667,0.19035156250000002,2.0856966145833327,0.6666666666666666,True
JSD,1.0,0.25,0.0,excess_clipped,0.875,0.16925781250000002,1.79349609375,0.6666666666666666,True
QK-MMD PauliXZ,1.0,0.25,0.0,excess_clipped,0.58515625,-0.17735026041666666,1.5455794270833334,0.5,False
Energy distance,1.0,0.25,0.01,excess_clipped,1.894370222069323,1.1440730670824795,2.652131119171509,0.9,True
MMD-RBF,1.0,0.25,0.01,excess_clipped,1.16441694643461,0.5054605991867468,1.9498409877665026,0.7666666666666667,True
KS-max,1.0,0.25,0.01,excess_clipped,0.8148559256345421,0.02817318058515085,1.9226328888425495,0.6666666666666666,True
JSD,1.0,0.25,0.01,excess_clipped,0.7084603191013059,0.0028642017082078377,1.6273661813011868,0.6333333333333333,True
QK-MMD PauliXZ,1.0,0.25,0.01,excess_clipped,0.5964875802013946,-0.16664756758941904,1.5573008421419419,0.5,False
Energy distance,1.0,0.25,0.05,excess_clipped,1.2312261103466153,0.4805785522600296,1.9915383962422049,0.7666666666666667,True
MMD-RBF,1.0,0.25,0.05,excess_clipped,0.6533347321730496,-0.006074534228241339,1.4402730700170794,0.5666666666666667,False
KS-max,1.0,0.25,0.05,excess_clipped,0.1638629615060441,-0.6197129205283272,1.2665679419154132,0.3,False
JSD,1.0,0.25,0.05,excess_clipped,0.042301595506529864,-0.6620006842048363,0.9628725731726007,0.43333333333333335,False
QK-MMD PauliXZ,1.0,0.25,0.05,excess_clipped,0.6418129010069727,-0.12197003143057128,1.6051717482204986,0.5,False
Energy distance,1.0,0.25,0.1,excess_clipped,0.40229597069323053,-0.3500369881748436,1.1670906806340304,0.5,False
MMD-RBF,1.0,0.25,0.1,excess_clipped,0.014481964346099118,-0.6439184446908764,0.7988606780389764,0.4666666666666667,False
KS-max,1.0,0.25,0.1,excess_clipped,-0.6498782436545781,-1.4312342703955947,0.4500162491605339,0.23333333333333334,False
JSD,1.0,0.25,0.1,excess_clipped,-0.7903968089869403,-1.4940714104346506,0.1322346290114896,0.13333333333333333,False
QK-MMD PauliXZ,1.0,0.25,0.1,excess_clipped,0.6984695520139452,-0.06666546516946016,1.6625628111281152,0.5,False
Energy distance,1.0,0.5,0.0,excess_clipped,2.01015625,1.2666471354166666,2.77318359375,0.9,True
MMD-RBF,1.0,0.5,0.0,excess_clipped,1.1588541666666667,0.5124869791666666,1.9515885416666663,0.7333333333333333,True
KS-max,1.0,0.5,0.0,excess_clipped,0.8942708333333333,0.04737630208333335,2.080735677083333,0.6666666666666666,True
JSD,1.0,0.5,0.0,excess_clipped,0.9333333333333333,0.22291666666666668,1.8268229166666667,0.6666666666666666,True
QK-MMD PauliXZ,1.0,0.5,0.0,excess_clipped,0.5018229166666667,-0.25338541666666664,1.4455859374999998,0.4666666666666667,False
Energy distance,1.0,0.5,0.01,excess_clipped,1.844370222069323,1.1009202196239172,2.6085329657030614,0.8666666666666667,True
MMD-RBF,1.0,0.5,0.01,excess_clipped,1.0310836131012766,0.3850783305344047,1.8229132579505978,0.7333333333333333,True
KS-max,1.0,0.5,0.01,excess_clipped,0.7315225923012088,-0.11593070680598515,1.917676564400203,0.6,False
JSD,1.0,0.5,0.01,excess_clipped,0.766793652434639,0.05709880671576043,1.6601304504293815,0.6666666666666666,True
QK-MMD PauliXZ,1.0,0.5,0.01,excess_clipped,0.5131542468680613,-0.2421677551760513,1.4579582948473357,0.4666666666666667,False
Energy distance,1.0,0.5,0.05,excess_clipped,1.1812261103466153,0.43595560226068475,1.9452270277182733,0.7666666666666667,True
MMD-RBF,1.0,0.5,0.05,excess_clipped,0.5200013988397162,-0.12568673479908224,1.31115233474737,0.5,False
KS-max,1.0,0.5,0.05,excess_clipped,0.08052962817271082,-0.7619853366798343,1.263882608964777,0.3,False
JSD,1.0,0.5,0.05,excess_clipped,0.10063492883986322,-0.6078468887792889,0.9950124147032475,0.5,False
QK-MMD PauliXZ,1.0,0.5,0.05,excess_clipped,0.5584795676736395,-0.197811592860123,1.5036139839821598,0.4666666666666667,False
Energy distance,1.0,0.5,0.1,excess_clipped,0.35229597069323054,-0.39381139125647796,1.1190176680022168,0.4666666666666667,False
MMD-RBF,1.0,0.5,0.1,excess_clipped,-0.11885136898723418,-0.7646886397007908,0.671124545212476,0.43333333333333335,False
KS-max,1.0,0.5,0.1,excess_clipped,-0.7332115769879114,-1.5755591709599346,0.44707717843507017,0.2,False
JSD,1.0,0.5,0.1,excess_clipped,-0.7320634756536067,-1.4384064382867165,0.1619459919308331,0.23333333333333334,False
QK-MMD PauliXZ,1.0,0.5,0.1,excess_clipped,0.6151362186806119,-0.1410448335600958,1.564756032964292,0.5,False
Energy distance,1.0,1.0,0.0,excess_clipped,1.91015625,1.1335611979166667,2.717467447916666,0.8666666666666667,True
MMD-RBF,1.0,1.0,0.0,excess_clipped,0.8921875,0.22994140625,1.7046940104166666,0.6666666666666666,True
KS-max,1.0,1.0,0.0,excess_clipped,0.7276041666666667,-0.2773567708333333,2.0677864583333325,0.5333333333333333,False
JSD,1.0,1.0,0.0,excess_clipped,1.05,0.2802018229166667,1.9283854166666667,0.7,True
QK-MMD PauliXZ,1.0,1.0,0.0,excess_clipped,0.33515625,-0.43229817708333335,1.2820572916666662,0.5,False
Energy distance,1.0,1.0,0.01,excess_clipped,1.7443702220693231,0.9670294481585017,2.55107883185981,0.8666666666666667,True
MMD-RBF,1.0,1.0,0.01,excess_clipped,0.7644169464346097,0.10301437376987013,1.575484192098275,0.6333333333333333,True
KS-max,1.0,1.0,0.01,excess_clipped,0.5648559256345421,-0.4401611631243898,1.9039856437408893,0.5,False
JSD,1.0,1.0,0.01,excess_clipped,0.8834603191013056,0.11414788952624351,1.7609195721281197,0.7,True
QK-MMD PauliXZ,1.0,1.0,0.01,excess_clipped,0.3464875802013946,-0.4214734195262398,1.2937936392322735,0.5,False
Energy distance,1.0,1.0,0.05,excess_clipped,1.0812261103466154,0.30086248943318306,1.8891807765937214,0.7666666666666667,True
MMD-RBF,1.0,1.0,0.05,excess_clipped,0.2533347321730495,-0.4079772725647733,1.0624473133873493,0.4666666666666667,False
KS-max,1.0,1.0,0.05,excess_clipped,-0.08613703849395596,-1.0877322738886384,1.2548842925205679,0.26666666666666666,False
JSD,1.0,1.0,0.05,excess_clipped,0.21730159550652992,-0.5503889514219386,1.0956569098820326,0.5,False
QK-MMD PauliXZ,1.0,1.0,0.05,excess_clipped,0.3918129010069728,-0.3770353511487529,1.3410074372247616,0.5,False
Energy distance,1.0,1.0,0.1,excess_clipped,0.2522959706932306,-0.5297366665538188,1.064790433006526,0.36666666666666664,False
MMD-RBF,1.0,1.0,0.1,excess_clipped,-0.38551803565390086,-1.0447531003575325,0.4212794492421279,0.4,False
KS-max,1.0,1.0,0.1,excess_clipped,-0.8998782436545781,-1.8965450327975366,0.4390103538086581,0.23333333333333334,False
JSD,1.0,1.0,0.1,excess_clipped,-0.6153968089869403,-1.3786843770952741,0.2646367205620237,0.3,False
QK-MMD PauliXZ,1.0,1.0,0.1,excess_clipped,0.4484695520139452,-0.3214268126135771,1.3987355594423512,0.5,False
Energy distance,1.0,2.0,0.0,excess_clipped,1.71015625,0.7432291666666667,2.733079427083333,0.8,True
MMD-RBF,1.0,2.0,0.0,excess_clipped,0.35885416666666664,-0.4580859375,1.2901041666666666,0.6,False
KS-max,1.0,2.0,0.0,excess_clipped,0.39427083333333335,-0.9953190104166667,2.1175130208333326,0.5,False
JSD,1.0,2.0,0.0,excess_clipped,1.2833333333333334,0.25154296875000004,2.2862044270833333,0.6666666666666666,True
QK-MMD PauliXZ,1.0,2.0,0.0,excess_clipped,0.0018229166666666667,-0.9135611979166667,1.0546940104166667,0.5,False
Energy distance,1.0,2.0,0.01,excess_clipped,1.544370222069323,0.5774981215911975,2.5668640373416785,0.7666666666666667,True
MMD-RBF,1.0,2.0,0.01,excess_clipped,0.2310836131012764,-0.5850446233056265,1.1623105232902193,0.6,False
KS-max,1.0,2.0,0.01,excess_clipped,0.2315225923012088,-1.1567499512304416,1.9545458780857803,0.5,False
JSD,1.0,2.0,0.01,excess_clipped,1.116793652434639,0.08568043742316153,2.1195888168554773,0.6666666666666666,True
QK-MMD PauliXZ,1.0,2.0,0.01,excess_clipped,0.013154246868061156,-0.9021968415422724,1.0658490469192736,0.5,False
Energy distance,1.0,2.0,0.05,excess_clipped,0.8812261103466154,-0.08542090841035431,1.9027307620951757,0.6666666666666666,False
MMD-RBF,1.0,2.0,0.05,excess_clipped,-0.27999860116028397,-1.0945801712374865,0.6496259181483129,0.43333333333333335,False
KS-max,1.0,2.0,0.05,excess_clipped,-0.4194703718272892,-1.8042059689815069,1.3042722239096562,0.3333333333333333,False
JSD,1.0,2.0,0.05,excess_clipped,0.4506349288398633,-0.5777180374367843,1.4515939929764914,0.5666666666666667,False
QK-MMD PauliXZ,1.0,2.0,0.05,excess_clipped,0.058479567673639286,-0.8567455776121787,1.1095995154015101,0.5,False
Energy distance,1.0,2.0,0.1,excess_clipped,0.05229597069323055,-0.9141427112854142,1.072253320269888,0.36666666666666664,False
MMD-RBF,1.0,2.0,0.1,excess_clipped,-0.9188513689872343,-1.732342138027568,0.008498936424652853,0.26666666666666666,False
KS-max,1.0,2.0,0.1,excess_clipped,-1.2332115769879117,-2.6093091523490837,0.48842025778423226,0.3,False
JSD,1.0,2.0,0.1,excess_clipped,-0.3820634756536068,-1.407324193533413,0.6199665280560437,0.5,False
QK-MMD PauliXZ,1.0,2.0,0.1,excess_clipped,0.11513621868061197,-0.7995471205026937,1.1665554804150693,0.5,False
Energy distance,2.0,0.0,0.0,excess_clipped,4.21015625,3.16740234375,5.198450520833333,0.9666666666666667,True
MMD-RBF,2.0,0.0,0.0,excess_clipped,2.3588541666666667,1.5439908854166666,3.237513020833333,0.8,True
KS-max,2.0,0.0,0.0,excess_clipped,1.3609375,0.5648111979166667,2.3455859375,0.7,True
JSD,2.0,0.0,0.0,excess_clipped,1.25,0.3856705729166667,2.3107161458333327,0.7333333333333333,True
QK-MMD PauliXZ,2.0,0.0,0.0,excess_clipped,0.7018229166666666,-0.17292968749999998,1.7179947916666662,0.5666666666666667,False
Energy distance,2.0,0.0,0.01,excess_clipped,4.044370222069323,3.0000501600309297,5.032954581208252,0.9666666666666667,True
MMD-RBF,2.0,0.0,0.01,excess_clipped,2.2310836131012763,1.4152253722263963,3.1110624561651967,0.7666666666666667,True
KS-max,2.0,0.0,0.01,excess_clipped,1.1981892589678758,0.4022259795792749,2.182631305683701,0.6666666666666666,True
JSD,2.0,0.0,0.01,excess_clipped,1.083460319101306,0.2187534225344765,2.143637224514068,0.7,True
QK-MMD PauliXZ,2.0,0.0,0.01,excess_clipped,0.7131542468680613,-0.16197405290461617,1.729089330583671,0.5666666666666667,False
Energy distance,2.0,0.0,0.05,excess_clipped,3.3812261103466152,2.333740829186475,4.371199699293517,0.9333333333333333,True
MMD-RBF,2.0,0.0,0.05,excess_clipped,1.7200013988397163,0.9063667467357446,2.59879580312115,0.7666666666666667,True
KS-max,2.0,0.0,0.05,excess_clipped,0.5471962948393775,-0.24712149835791697,1.530785383272998,0.5333333333333333,False
JSD,2.0,0.0,0.05,excess_clipped,0.4173015955065298,-0.44905637672687587,1.4794514876331812,0.4666666666666667,False
QK-MMD PauliXZ,2.0,0.0,0.05,excess_clipped,0.7584795676736392,-0.1181280830096271,1.7744859409803808,0.6,False
Energy distance,2.0,0.0,0.1,excess_clipped,2.5522959706932307,1.50102031875037,3.543982399414982,0.8666666666666667,True
MMD-RBF,2.0,0.0,0.1,excess_clipped,1.0811486310127658,0.2679766438922183,1.9601048966368544,0.7333333333333333,True
KS-max,2.0,0.0,0.1,excess_clipped,-0.26654491032124494,-1.0611634113449155,0.7151584689984928,0.4666666666666667,False
JSD,2.0,0.0,0.1,excess_clipped,-0.41539680898694004,-1.2859687631506629,0.6472646339181422,0.36666666666666664,False
QK-MMD PauliXZ,2.0,0.0,0.1,excess_clipped,0.8151362186806121,-0.06307084430204131,1.8317457219579079,0.6,False
Energy distance,2.0,0.25,0.0,excess_clipped,4.16015625,3.124212239583333,5.146100260416667,0.9666666666666667,True
MMD-RBF,2.0,0.25,0.0,excess_clipped,2.2255208333333334,1.4398111979166668,3.084114583333333,0.8,True
KS-max,2.0,0.25,0.0,excess_clipped,1.2776041666666667,0.42603515625,2.326067708333333,0.6666666666666666,True
JSD,2.0,0.25,0.0,excess_clipped,1.3083333333333333,0.4625,2.339869791666666,0.7,True
QK-MMD PauliXZ,2.0,0.25,0.0,excess_clipped,0.6184895833333334,-0.23125651041666667,1.6177799479166657,0.5333333333333333,False
Energy distance,2.0,0.25,0.01,excess_clipped,3.9943702220693225,2.957853013117257,4.9806028630838854,0.9666666666666667,True
MMD-RBF,2.0,0.25,0.01,excess_clipped,2.097750279767943,1.3122997783905388,2.9552614842643856,0.8,True
KS-max,2.0,0.25,0.01,excess_clipped,1.1148559256345423,0.2637217660274754,2.1637254197097575,0.6666666666666666,True
JSD,2.0,0.25,0.01,excess_clipped,1.1417936524346393,0.29604098025212683,2.174396039592661,0.6666666666666666,True
QK-MMD PauliXZ,2.0,0.25,0.01,excess_clipped,0.6298209135347279,-0.22023305577481717,1.6298316472100598,0.5333333333333333,False
Energy distance,2.0,0.25,0.05,excess_clipped,3.331226110346615,2.2897683940677864,4.318551096012248,0.9333333333333333,True
MMD-RBF,2.0,0.25,0.05,excess_clipped,1.586668065506383,0.800985389329134,2.442654247112955,0.7666666666666667,True
KS-max,2.0,0.25,0.05,excess_clipped,0.46386296150604417,-0.3845044504748464,1.510385475220288,0.4666666666666667,False
JSD,2.0,0.25,0.05,excess_clipped,0.47563492883986314,-0.3703895847717263,1.5107756197917668,0.5,False
QK-MMD PauliXZ,2.0,0.25,0.05,excess_clipped,0.6751462343403062,-0.17797871565927445,1.677183360590289,0.5333333333333333,False
Energy distance,2.0,0.25,0.1,excess_clipped,2.502295970693231,1.4583447178633164,3.489668524527524,0.8333333333333334,True
MMD-RBF,2.0,0.25,0.1,excess_clipped,0.9478152976794322,0.16224829712192881,1.8034485489417171,0.7333333333333333,True
KS-max,2.0,0.25,0.1,excess_clipped,-0.3498782436545784,-1.1955146475008316,0.6985082910921191,0.4,False
JSD,2.0,0.25,0.1,excess_clipped,-0.3570634756536067,-1.2041074867712351,0.6779250822972193,0.36666666666666664,False
QK-MMD PauliXZ,2.0,0.25,0.1,excess_clipped,0.7318028853472788,-0.12353053219373893,1.733840371997279,0.5333333333333333,False
Energy distance,2.0,0.5,0.0,excess_clipped,4.11015625,3.0809505208333334,5.10521484375,0.9666666666666667,True
MMD-RBF,2.0,0.5,0.0,excess_clipped,2.0921875,1.32052734375,2.9508007812499994,0.8,True
KS-max,2.0,0.5,0.0,excess_clipped,1.1942708333333334,0.28591796875000003,2.3208593749999995,0.6666666666666666,True
JSD,2.0,0.5,0.0,excess_clipped,1.3666666666666667,0.5200390625,2.3768424479166663,0.6666666666666666,True
QK-MMD PauliXZ,2.0,0.5,0.0,excess_clipped,0.53515625,-0.29766927083333333,1.5279036458333328,0.5,False
Energy distance,2.0,0.5,0.01,excess_clipped,3.9443702220693226,2.9139248072568074,4.939179241884787,0.9666666666666667,True
MMD-RBF,2.0,0.5,0.01,excess_clipped,1.9644169464346097,1.1921016721732127,2.8219294010477354,0.8,True
KS-max,2.0,0.5,0.01,excess_clipped,1.0315225923012088,0.12427584567949711,2.157576491072994,0.6,True
JSD,2.0,0.5,0.01,excess_clipped,1.2001269857679726,0.35343436128270683,2.2101716376608977,0.6666666666666666,True
QK-MMD PauliXZ,2.0,0.5,0.01,excess_clipped,0.5464875802013947,-0.2865842399731385,1.5392392126719752,0.5,False
Energy distance,2.0,0.5,0.05,excess_clipped,3.281226110346615,2.247380652603766,4.277243401013771,0.9,True
MMD-RBF,2.0,0.5,0.05,excess_clipped,1.4533347321730496,0.6807812434723457,2.309805255163349,0.7666666666666667,True
KS-max,2.0,0.5,0.05,excess_clipped,0.3805296281727108,-0.5232135127947357,1.5044845759198058,0.4666666666666667,False
