method,method_label,n_seeds,actionable_utility_mean,lambda_cost,eta_cost,gamma_cost,nuisance_mode
mmd_rbf,MMD-RBF,30,3.0011260731650204,2.0,0.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,3.9626479043310976,2.0,0.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,4.721127472004737,2.0,0.0,0.05,excess_clipped
energy_distance,Energy distance,30,1.3339693899829095,2.0,0.0,0.1,excess_clipped
jsd,JSD,30,4.30166216966308,2.0,0.0,0.1,excess_clipped
ks_max,KS-max,30,4.152810270997385,2.0,0.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,2.8051167296633746,2.0,0.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,3.071129141995528,2.0,0.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,3.8862653606761404,2.0,0.0,0.1,excess_clipped
energy_distance,Energy distance,30,1.1708333333333334,2.0,0.25,0.0,excess_clipped
jsd,JSD,30,4.02265625,2.0,0.25,0.0,excess_clipped
ks_max,KS-max,30,4.053385416666667,2.0,0.25,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,3.10546875,2.0,0.25,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,4.7125,2.0,0.25,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,5.330989583333333,2.0,0.25,0.0,excess_clipped
energy_distance,Energy distance,30,1.169646938998291,2.0,0.25,0.01,excess_clipped
jsd,JSD,30,4.022223508632974,2.0,0.25,0.01,excess_clipped
ks_max,KS-max,30,4.049161235433072,2.0,0.25,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,3.0662668812996707,2.0,0.25,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,4.534196247532886,2.0,0.25,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,5.164017161067615,2.0,0.25,0.01,excess_clipped
energy_distance,Energy distance,30,1.1649013616581214,2.0,0.25,0.05,excess_clipped
jsd,JSD,30,4.020492543164874,2.0,0.25,0.05,excess_clipped
ks_max,KS-max,30,4.032264510498693,2.0,0.25,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,2.909459406498354,2.0,0.25,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,3.820981237664431,2.0,0.25,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,4.496127472004736,2.0,0.25,0.05,excess_clipped
energy_distance,Energy distance,30,1.1589693899829097,2.0,0.25,0.1,excess_clipped
jsd,JSD,30,4.018328836329747,2.0,0.25,0.1,excess_clipped
ks_max,KS-max,30,4.0111436043307185,2.0,0.25,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,2.7134500629967078,2.0,0.25,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,2.929462475328861,2.0,0.25,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,3.6612653606761403,2.0,0.25,0.1,excess_clipped
energy_distance,Energy distance,30,0.9958333333333333,2.0,0.5,0.0,excess_clipped
jsd,JSD,30,3.7393229166666666,2.0,0.5,0.0,excess_clipped
ks_max,KS-max,30,3.91171875,2.0,0.5,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,3.013802083333333,2.0,0.5,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,4.570833333333334,2.0,0.5,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,5.105989583333334,2.0,0.5,0.0,excess_clipped
energy_distance,Energy distance,30,0.9946469389982909,2.0,0.5,0.01,excess_clipped
jsd,JSD,30,3.7388901752996415,2.0,0.5,0.01,excess_clipped
ks_max,KS-max,30,3.907494568766405,2.0,0.5,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,2.9746002146330044,2.0,0.5,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,4.39252958086622,2.0,0.5,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,4.939017161067614,2.0,0.5,0.01,excess_clipped
energy_distance,Energy distance,30,0.9899013616581215,2.0,0.5,0.05,excess_clipped
jsd,JSD,30,3.7371592098315403,2.0,0.5,0.05,excess_clipped
ks_max,KS-max,30,3.890597843832026,2.0,0.5,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,2.8177927398316873,2.0,0.5,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,3.679314570997764,2.0,0.5,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,4.2711274720047365,2.0,0.5,0.05,excess_clipped
energy_distance,Energy distance,30,0.9839693899829096,2.0,0.5,0.1,excess_clipped
jsd,JSD,30,3.7349955029964135,2.0,0.5,0.1,excess_clipped
ks_max,KS-max,30,3.869476937664052,2.0,0.5,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,2.621783396330041,2.0,0.5,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,2.7877958086621946,2.0,0.5,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,3.43626536067614,2.0,0.5,0.1,excess_clipped
energy_distance,Energy distance,30,0.6458333333333334,2.0,1.0,0.0,excess_clipped
jsd,JSD,30,3.17265625,2.0,1.0,0.0,excess_clipped
ks_max,KS-max,30,3.6283854166666667,2.0,1.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,2.83046875,2.0,1.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,4.2875,2.0,1.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,4.655989583333334,2.0,1.0,0.0,excess_clipped
energy_distance,Energy distance,30,0.644646938998291,2.0,1.0,0.01,excess_clipped
jsd,JSD,30,3.1722235086329746,2.0,1.0,0.01,excess_clipped
ks_max,KS-max,30,3.6241612354330717,2.0,1.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,2.791266881299671,2.0,1.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,4.1091962475328865,2.0,1.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,4.489017161067614,2.0,1.0,0.01,excess_clipped
energy_distance,Energy distance,30,0.6399013616581215,2.0,1.0,0.05,excess_clipped
jsd,JSD,30,3.170492543164874,2.0,1.0,0.05,excess_clipped
ks_max,KS-max,30,3.607264510498693,2.0,1.0,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,2.6344594064983538,2.0,1.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,3.3959812376644307,2.0,1.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,3.821127472004737,2.0,1.0,0.05,excess_clipped
energy_distance,Energy distance,30,0.6339693899829094,2.0,1.0,0.1,excess_clipped
jsd,JSD,30,3.168328836329747,2.0,1.0,0.1,excess_clipped
ks_max,KS-max,30,3.586143604330718,2.0,1.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,2.438450062996708,2.0,1.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,2.504462475328862,2.0,1.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,2.9862653606761405,2.0,1.0,0.1,excess_clipped
energy_distance,Energy distance,30,-0.05416666666666667,2.0,2.0,0.0,excess_clipped
jsd,JSD,30,2.039322916666667,2.0,2.0,0.0,excess_clipped
ks_max,KS-max,30,3.06171875,2.0,2.0,0.0,excess_clipped
mmd_rbf,MMD-RBF,30,2.4638020833333334,2.0,2.0,0.0,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,3.720833333333333,2.0,2.0,0.0,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,3.755989583333333,2.0,2.0,0.0,excess_clipped
energy_distance,Energy distance,30,-0.05535306100170904,2.0,2.0,0.01,excess_clipped
jsd,JSD,30,2.0388901752996413,2.0,2.0,0.01,excess_clipped
ks_max,KS-max,30,3.0574945687664052,2.0,2.0,0.01,excess_clipped
mmd_rbf,MMD-RBF,30,2.424600214633004,2.0,2.0,0.01,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,3.5425295808662196,2.0,2.0,0.01,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,3.589017161067614,2.0,2.0,0.01,excess_clipped
energy_distance,Energy distance,30,-0.060098638341878514,2.0,2.0,0.05,excess_clipped
jsd,JSD,30,2.0371592098315405,2.0,2.0,0.05,excess_clipped
ks_max,KS-max,30,3.040597843832026,2.0,2.0,0.05,excess_clipped
mmd_rbf,MMD-RBF,30,2.267792739831687,2.0,2.0,0.05,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,2.8293145709977643,2.0,2.0,0.05,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,2.9211274720047364,2.0,2.0,0.05,excess_clipped
energy_distance,Energy distance,30,-0.06603061001709044,2.0,2.0,0.1,excess_clipped
jsd,JSD,30,2.0349955029964137,2.0,2.0,0.1,excess_clipped
ks_max,KS-max,30,3.019476937664052,2.0,2.0,0.1,excess_clipped
mmd_rbf,MMD-RBF,30,2.071783396330041,2.0,2.0,0.1,excess_clipped
qk_mmd_pauli_xz,QK-MMD PauliXZ,30,1.9377958086621947,2.0,2.0,0.1,excess_clipped
qk_mmd_zz,QK-MMD ZZ,30,2.08626536067614,2.0,2.0,0.1,excess_clipped
